;id;preco;endereco;numero;bairro;cidade;estado;area;quartos;banheiros;link
1664;2643760953;5.600;Rua Cônego Jerônimo Pimentel, 210 - Umarizal, Belém - PA;210;Umarizal;Belém;PA;75.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-umarizal-bairros-belem-com-garagem-75m2-aluguel-RS5600-id-2643760953/
1665;2659417109;5.500;Passagem Santo Amaro, 3 - Maracangalha, Belém - PA;3;Maracangalha;Belém;PA;350.0;;2.0;https://www.vivareal.com.br/imovel/galpao-deposito-armazem-maracangalha-bairros-belem-com-garagem-350m2-aluguel-RS5500-id-2659417109/
1666;2663165064;2.601;Travessa Mariz e Barros, 2765 - Marco, Belém - PA;2765;Marco;Belém;PA;70.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-marco-bairros-belem-com-garagem-70m2-aluguel-RS2601-id-2663165064/
1667;2644810900;5.600;Rua Cônego Jerônimo Pimentel, 210 - Umarizal, Belém - PA;210;Umarizal;Belém;PA;75.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-umarizal-bairros-belem-com-garagem-75m2-aluguel-RS5600-id-2644810900/
1668;2635587757;7.000;Travessa Almirante Wandenkolk, 898 - Nazaré, Belém - PA;898;Nazaré;Belém;PA;225.0;4.0;5.0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-nazare-bairros-belem-com-garagem-225m2-aluguel-RS7000-id-2635587757/
1669;2657605506;4.400;Avenida Gentil Bittencourt, 2086 - Sao Bras, Belém - PA;2086;Sao Bras;Belém;PA;70.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-70m2-aluguel-RS4400-id-2657605506/
1670;2520510850;1.000;Avenida Almirante Barroso, 4488 - Souza, Belém - PA;4488;Souza;Belém;PA;48.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-souza-bairros-belem-48m2-aluguel-RS1000-id-2520510850/
1671;2635415364;3.800;Rua Antônio Barreto, 140 - Umarizal, Belém - PA;140;Umarizal;Belém;PA;40.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-40m2-aluguel-RS3800-id-2635415364/
1672;2622248517;20.000;Travessa Campos Sales, 195 - Campina, Belém - PA;195;Campina;Belém;PA;600.0;;6.0;https://www.vivareal.com.br/imovel/predio-comercial-campina-bairros-belem-600m2-aluguel-RS20000-id-2622248517/
1673;2632230161;1.400;Coqueiro, Belém - PA;;;;;160.0;4.0;2.0;https://www.vivareal.com.br/imovel/casa-4-quartos-coqueiro-bairros-belem-160m2-aluguel-RS1400-id-2632230161/
1674;2656793773;4.500;Rua Gama Abreu, 168 - Batista Campos, Belém - PA;168;Batista Campos;Belém;PA;120.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batista-campos-bairros-belem-com-garagem-120m2-aluguel-RS4500-id-2656793773/
1675;2614360099;2.500;Praça da Bandeira, 130 - Campina, Belém - PA;130;Campina;Belém;PA;48.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-campina-bairros-belem-48m2-aluguel-RS2500-id-2614360099/
1676;2628066852;8.000;Rua Municipalidade, 120 - Umarizal, Belém - PA;120;Umarizal;Belém;PA;180.0;;3.0;https://www.vivareal.com.br/imovel/predio-comercial-umarizal-bairros-belem-180m2-aluguel-RS8000-id-2628066852/
1677;2659940105;5.000;Rua Boaventura da Silva, 742 - Nazaré, Belém - PA;742;Nazaré;Belém;PA;50.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-nazare-bairros-belem-com-garagem-50m2-aluguel-RS5000-id-2659940105/
1678;2621761819;15.000;Travessa Angustura, 2939 - Marco, Belém - PA;2939;Marco;Belém;PA;1800.0;;8.0;https://www.vivareal.com.br/imovel/predio-comercial-marco-bairros-belem-com-garagem-1800m2-aluguel-RS15000-id-2621761819/
1679;2644840268;18.000;Avenida Senador Lemos - Telégrafo Sem Fio, Belém - PA;;Telégrafo Sem Fio;Belém;PA;1135.0;;3.0;https://www.vivareal.com.br/imovel/ponto-comercial-telegrafo-sem-fio-bairros-belem-com-garagem-1135m2-aluguel-RS18000-id-2644840268/
1680;2664701423;3.000;Travessa Quatorze de Abril, 1186 - Fátima, Belém - PA;1186;Fátima;Belém;PA;99.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fatima-bairros-belem-com-garagem-99m2-aluguel-RS3000-id-2664701423/
1681;2654951855;5.500;Travessa Barão do Triunfo, 3508 - Marco, Belém - PA;3508;Marco;Belém;PA;74.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-marco-bairros-belem-74m2-aluguel-RS5500-id-2654951855/
1682;2663653796;3.800;Avenida Doutor Freitas, 1228 - Pedreira, Belém - PA;1228;Pedreira;Belém;PA;86.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pedreira-bairros-belem-com-garagem-86m2-aluguel-RS3800-id-2663653796/
1683;2606269574;4.000;Avenida General Magalhães, 990 - Nazaré, Belém - PA;990;Nazaré;Belém;PA;110.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-nazare-bairros-belem-com-garagem-110m2-aluguel-RS4000-id-2606269574/
1684;2633256282;1.100;Conjunto Império Amazônico, 16 - Souza, Belém - PA;16;Souza;Belém;PA;70.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-souza-bairros-belem-70m2-aluguel-RS1100-id-2633256282/
1685;2660391188;5.000;Rodovia Augusto Montenegro, 4300 - Parque Verde, Belém - PA;4300;Parque Verde;Belém;PA;30.0;;1.0;https://www.vivareal.com.br/imovel/consultorio-parque-verde-bairros-belem-30m2-venda-RS450000-id-2660391188/
1686;2656450018;6.500;Avenida Governador José Malcher, 2649 - Sao Bras, Belém - PA;2649;Sao Bras;Belém;PA;124.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-124m2-aluguel-RS6500-id-2656450018/
1687;2637422504;2.000;Avenida Senador Lemos, 2053 - Telégrafo Sem Fio, Belém - PA;2053;Telégrafo Sem Fio;Belém;PA;49.0;2.0;1.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-telegrafo-sem-fio-bairros-belem-49m2-aluguel-RS2000-id-2637422504/
1688;2549851908;3.000;Travessa Lomas Valentinas, 1681 - Marco, Belém - PA;1681;Marco;Belém;PA;70.0;;2.0;https://www.vivareal.com.br/imovel/ponto-comercial-marco-bairros-belem-70m2-aluguel-RS3000-id-2549851908/
1689;2651903745;4.100;Rua Fernando Guilhon, 1163 - Jurunas, Belém - PA;1163;Jurunas;Belém;PA;200.0;;;https://www.vivareal.com.br/imovel/ponto-comercial-jurunas-bairros-belem-200m2-aluguel-RS4100-id-2651903745/
1690;2665452795;7.000;Rua dos Mundurucus, 2996 - Cremação, Belém - PA;2996;Cremação;Belém;PA;400.0;;3.0;https://www.vivareal.com.br/imovel/galpao-deposito-armazem-cremacao-bairros-belem-com-garagem-400m2-aluguel-RS7000-id-2665452795/
1691;2662892778;3.500;Estrada do Bengui - Bengui, Belém - PA;;Bengui;Belém;PA;440.0;;2.0;https://www.vivareal.com.br/imovel/predio-comercial-bengui-bairros-belem-com-garagem-440m2-aluguel-RS3500-id-2662892778/
1692;2665031713;3.700;Rua dos Caripunas, 1016 - Jurunas, Belém - PA;1016;Jurunas;Belém;PA;40.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jurunas-bairros-belem-com-garagem-40m2-aluguel-RS3700-id-2665031713/
1693;2653650953;2.500;Travessa Djalma Dutra, 946 - Telégrafo Sem Fio, Belém - PA;946;Telégrafo Sem Fio;Belém;PA;68.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-telegrafo-sem-fio-bairros-belem-com-garagem-68m2-aluguel-RS2500-id-2653650953/
1694;2651451071;4.100;Avenida Engenheiro Fernando Guilhon, 1 - Batista Campos, Belém - PA;1;Batista Campos;Belém;PA;200.0;;2.0;https://www.vivareal.com.br/imovel/ponto-comercial-batista-campos-bairros-belem-200m2-aluguel-RS4100-id-2651451071/
1695;2660106891;3.900;Sao Bras, Belém - PA;;;;;74.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-74m2-aluguel-RS3900-id-2660106891/
1696;2665321605;4.650;Rua Boaventura da Silva, 742 - Umarizal, Belém - PA;742;Umarizal;Belém;PA;57.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-57m2-aluguel-RS4650-id-2665321605/
1697;2654103086;4.800;Rua Frederico Scheneippe, 52 - Telégrafo Sem Fio, Belém - PA;52;Telégrafo Sem Fio;Belém;PA;180.0;4.0;5.0;https://www.vivareal.com.br/imovel/casa-4-quartos-telegrafo-sem-fio-bairros-belem-com-garagem-180m2-aluguel-RS4800-id-2654103086/
1698;2661799067;3.500;Sao Bras, Belém - PA;;;;;120.0;;;https://www.vivareal.com.br/imovel/imovel-comercial-sao-bras-bairros-belem-120m2-aluguel-RS3500-id-2661799067/
1699;2648715472;1.950;Avenida Almirante Barroso, 852 - Marco, Belém - PA;852;Marco;Belém;PA;57.0;2.0;1.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-marco-bairros-belem-com-garagem-57m2-aluguel-RS1950-id-2648715472/
1700;2651645254;4.000;Avenida Presidente Vargas, 560 - Nazaré, Belém - PA;560;Nazaré;Belém;PA;80.0;;;https://www.vivareal.com.br/imovel/ponto-comercial-nazare-bairros-belem-80m2-aluguel-RS4000-id-2651645254/
1701;2657099526;5.300;Rua Cônego Jerônimo Pimentel, 210 - Umarizal, Belém - PA;210;Umarizal;Belém;PA;75.0;2.0;1.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-umarizal-bairros-belem-com-garagem-75m2-aluguel-RS5300-id-2657099526/
1702;2557231910;650;Quadra Quatro, 42 - Mangueirão, Belém - PA;42;Mangueirão;Belém;PA;10.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-mangueirao-bairros-belem-10m2-aluguel-RS650-id-2557231910/
1703;2664983606;4.600;Avenida Gentil Bittencourt, 1780 - Sao Bras, Belém - PA;1780;Sao Bras;Belém;PA;92.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-92m2-aluguel-RS4600-id-2664983606/
1704;2648636655;4.400;Rua Cônego Jerônimo Pimentel, 210 - Umarizal, Belém - PA;210;Umarizal;Belém;PA;55.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-55m2-aluguel-RS4400-id-2648636655/
1705;2664922794;5.500;Rua Timbiras, 1428 - Jurunas, Belém - PA;1428;Jurunas;Belém;PA;85.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jurunas-bairros-belem-com-garagem-85m2-aluguel-RS5500-id-2664922794/
1706;2654810906;3.070;Travessa Quintino Bocaiúva, 436 - Reduto, Belém - PA;436;Reduto;Belém;PA;106.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reduto-bairros-belem-com-garagem-106m2-aluguel-RS3070-id-2654810906/
1707;2664459962;3.500;Travessa Benjamim Constant, 936 - Umarizal, Belém - PA;936;Umarizal;Belém;PA;97.0;;;https://www.vivareal.com.br/imovel/ponto-comercial-umarizal-bairros-belem-97m2-aluguel-RS3500-id-2664459962/
1708;2664477014;4.700;Rua Cônego Jerônimo Pimentel, 210 - Umarizal, Belém - PA;210;Umarizal;Belém;PA;50.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-50m2-aluguel-RS4700-id-2664477014/
1709;2643279091;5.000;Rua Boaventura da Silva, 742 - Nazaré, Belém - PA;742;Nazaré;Belém;PA;57.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-nazare-bairros-belem-com-garagem-57m2-aluguel-RS5000-id-2643279091/
1710;2648030682;8.000;Travessa Presidente Pernambuco, 1 - Batista Campos, Belém - PA;1;Batista Campos;Belém;PA;0.0;;;https://www.vivareal.com.br/imovel/ponto-comercial-batista-campos-bairros-belem-aluguel-RS8000-id-2648030682/
1711;2639495052;6.000;Avenida Governador José Malcher, 1403 - Nazaré, Belém - PA;1403;Nazaré;Belém;PA;230.0;4.0;4.0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-nazare-bairros-belem-com-garagem-230m2-aluguel-RS6000-id-2639495052/
1712;2642460163;2.000;Rua Aruba, 6 - Mangueiras Mosqueiro, Belém - PA;6;Mangueiras Mosqueiro;Belém;PA;120.0;3.0;2.0;https://www.vivareal.com.br/imovel/casa-3-quartos-mangueiras-mosqueiro-bairros-belem-120m2-venda-RS130000-id-2642460163/
1713;2655971722;4.200;Travessa Barão do Triunfo, 1885 - Pedreira, Belém - PA;1885;Pedreira;Belém;PA;79.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pedreira-bairros-belem-com-garagem-79m2-aluguel-RS4200-id-2655971722/
1714;2629895882;4.900;Travessa Rui Barbosa - Nazaré, Belém - PA;;Nazaré;Belém;PA;202.0;3.0;4.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-nazare-bairros-belem-com-garagem-202m2-aluguel-RS4900-id-2629895882/
1715;2657417086;4.500;Rua Cônego Jerônimo Pimentel, 210 - Umarizal, Belém - PA;210;Umarizal;Belém;PA;50.0;1.0;2.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-50m2-aluguel-RS4500-id-2657417086/
1716;2637132985;2.500;Travessa Apinagés, 999 - Batista Campos, Belém - PA;999;Batista Campos;Belém;PA;100.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batista-campos-bairros-belem-com-garagem-100m2-aluguel-RS2500-id-2637132985/
1717;2653301077;4.600;Travessa Três de Maio, 1112 - Sao Bras, Belém - PA;1112;Sao Bras;Belém;PA;145.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-145m2-aluguel-RS4600-id-2653301077/
1718;2666120800;4.600;Avenida Gentil Bittencourt, 2086 - Sao Bras, Belém - PA;2086;Sao Bras;Belém;PA;79.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-79m2-aluguel-RS4600-id-2666120800/
1719;2656087954;3.676;Travessa Timbó, 11 - Pedreira, Belém - PA;11;Pedreira;Belém;PA;88.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pedreira-bairros-belem-88m2-aluguel-RS3676-id-2656087954/
1720;2646605124;4.000;Rodovia Augusto Montenegro, 4310 - Parque Verde, Belém - PA;4310;Parque Verde;Belém;PA;115.0;4.0;3.0;https://www.vivareal.com.br/imovel/cobertura-4-quartos-parque-verde-bairros-belem-com-garagem-115m2-aluguel-RS4000-id-2646605124/
1721;2628130475;630;Rua Mariano, 577 - Castanheira, Belém - PA;577;Castanheira;Belém;PA;25.0;1.0;1.0;https://www.vivareal.com.br/imovel/kitnet-1-quartos-castanheira-bairros-belem-25m2-aluguel-RS630-id-2628130475/
